Date,PK.TMaxF,PK.TMinF,PK.PrcpIN,HH.TMaxF,HH.TMinF,HH.PrcpIN
1/1/2013,27,19,0,26,22,0
1/2/2013,27,22,0,27,23,0
1/3/2013,23,14,0,25,21,0
1/4/2013,25,19,0,22,13,0
1/5/2013,29,20,0,24,13,0
1/6/2013,36,25,0,30,20,0.1
1/7/2013,35,30,0.16,35,22,0.23
1/8/2013,39,32,0.04,36,25,0.32
1/9/2013,44,31,0.07,39,30,0.1
1/10/2013,39,27,0.22,46,32,0.1
1/11/2013,27,20,0.03,36,22,0.1
1/12/2013,22,6,0.05,22,12,0.1
1/13/2013,18,12,0.01,18,9,0.04
1/14/2013,21,14,0.05,18,9,0.1
1/15/2013,30,19,0,20,15,0.14
1/16/2013,28,13,0,25,19,0
1/17/2013,26,13,0,30,17,0
1/18/2013,39,18,0,31,21,0
1/19/2013,36,20,0,32,19,0
1/20/2013,33,23,0,33,21,0
1/21/2013,32,19,0,29,18,0
1/22/2013,27,15,0,34,20,0
1/23/2013,25,20,0,28,15,0
1/24/2013,39,23,0,31,19,0.33
1/25/2013,40,23,0,41,27,0.06
1/26/2013,38,33,0.15,42,28,0.55
1/27/2013,36,27,0.01,37,32,0.07
1/28/2013,35,27,0.01,34,28,0.15
1/29/2013,32,22,0.05,32,24,0
1/30/2013,40,26,0.01,26,19,0
1/31/2013,42,26,0,41,19,0
2/1/2013,43,32,0,41,32,0.1
2/2/2013,41,25,0,42,33,0
2/3/2013,42,24,0,40,29,0
2/4/2013,44,36,0,41,26,0
2/5/2013,49,31,0.03,43,30,0
2/6/2013,50,31,0,44,30,0
2/7/2013,40,25,0,40,32,0
2/8/2013,40,25,0,40,28,0
2/9/2013,39,24,0.01,40,27,0
2/10/2013,34,24,0.02,33,23,0
2/11/2013,34,22,0,35,19,0.16
2/12/2013,38,31,0,33,24,0
2/13/2013,44,36,0.01,38,29,0
2/14/2013,42,27,0,43,34,0
2/15/2013,43,24,0,41,24,0
2/16/2013,42,23,0,40,28,0
2/17/2013,42,32,0.02,37,28,0
2/18/2013,41,27,0,38,31,0
2/19/2013,39,28,0,39,25,0.28
2/20/2013,39,24,0.01,36,20,0
2/21/2013,37,21,0.01,36,27,0
2/22/2013,40,28,0,33,24,0.08
2/23/2013,40,28,0,35,28,0.11
2/24/2013,40,21,0,38,29,0.06
2/25/2013,40,29,0,36,21,0
2/26/2013,39,29,0,35,28,0.09
2/27/2013,42,26,0,36,29,0
2/28/2013,44,28,0,37,22,0
3/1/2013,53,37,0,39,28,0.2
3/2/2013,57,32,0,47,33,0
3/3/2013,55,35,0.001,52,34,0.55
3/4/2013,37,16,0.03,41,25,0.16
3/5/2013,36,17,0,32,19,0
3/6/2013,36,25,0.1,33,9,0.04
3/7/2013,46,31,0,35,23,0
3/8/2013,46,20,0,43,32,0
3/9/2013,50,28,0,43,22,0
3/10/2013,48,24,0,47,25,0
3/11/2013,49,32,0,47,29,0
3/12/2013,49,30,0.05,45,31,0.31
3/13/2013,58,43,0,40,29,0
3/14/2013,57,35,0,49,34,0
3/15/2013,56,45,0,50,34,0
3/16/2013,54,38,0.03,56,38,0.07
3/17/2013,54,26,0,47,33,0.27
3/18/2013,40,26,0.06,37,28,0.15
3/19/2013,44,19,0.01,34,23,0
3/20/2013,56,30,0,40,19,0.21
3/21/2013,55,30,0.15,41,26,0.35
3/22/2013,40,23,0.01,41,29,0.06
3/23/2013,33,22,0.08,35,24,0
3/24/2013,37,18,0.01,33,13,0.04
3/25/2013,44,18,0,37,17,0
3/26/2013,51,28,0,42,13,0
3/27/2013,53,28,0,49,18,0
3/28/2013,53,33,0.06,50,24,0
3/29/2013,57,36,0.03,51,32,0
3/30/2013,61,31,0,48,35,0.02
3/31/2013,62,30,0,61,30,0
4/1/2013,61,32,0,59,31,0
4/2/2013,66,32,0,61,31,0
4/3/2013,66,36,0,64,31,0
4/4/2013,65,36,0,54,39,0
4/5/2013,56,43,0.05,58,32,0.23
4/6/2013,54,39,0.08,55,41,0.19
4/7/2013,53,32,0.17,51,37,0.14
4/8/2013,43,28,0.4,45,32,0.82
4/9/2013,44,22,0,38,23,0
4/10/2013,53,30,0.001,43,21,0
4/11/2013,53,32,0.13,45,30,0.09
4/12/2013,51,29,0.01,48,37,0
4/13/2013,51,33,0.06,49,32,0.41
4/14/2013,42,30,0.06,44,31,0.22
4/15/2013,43,28,0,43,26,0
4/16/2013,41,23,0,35,23,0
4/17/2013,46,23,0,38,24,0
4/18/2013,51,27,0,48,22,0
4/19/2013,52,38,0.14,55,31,0
4/20/2013,53,39,0.26,47,36,0
4/21/2013,50,30,0.51,52,40,0
4/22/2013,39,21,0.01,41,24,0
4/23/2013,47,22,0,43,18,0
4/24/2013,60,27,0,45,26,0
4/25/2013,66,40,0,57,31,0
4/26/2013,72,35,0,65,36,0
4/27/2013,72,46,0,71,38,0
4/28/2013,63,46,0,65,45,0.1
4/29/2013,59,36,0.14,58,42,0.2
4/30/2013,47,28,0.1,51,33,0.35
5/1/2013,51,28,0.06,45,27,0
5/2/2013,61,27,0,52,31,0
5/3/2013,63,44,0.05,62,33,0
5/4/2013,63,37,0,56,41,0
5/5/2013,68,35,0,64,36,0
5/6/2013,73,38,0,70,36,0
5/7/2013,74,39,0,75,38,0
5/8/2013,73,41,0,71,40,0
5/9/2013,74,46,0,76,42,0
5/10/2013,76,45,0,81,45,0
5/11/2013,83,48,0,75,45,0
5/12/2013,84,47,0,83,45,0
5/13/2013,82,55,0,83,51,0
5/14/2013,76,46,0.07,73,49,0
5/15/2013,63,33,0,61,40,0
5/16/2013,63,41,0,64,38,0.04
5/17/2013,63,39,0,62,44,0
5/18/2013,63,39,0.28,65,42,0.04
5/19/2013,59,45,0.33,58,46,0.09
5/20/2013,65,45,0.01,57,46,0.07
5/21/2013,66,43,0,65,42,0
5/22/2013,65,43,0.57,75,43,0.5
5/23/2013,52,31,0.8,66,41,1.63
5/24/2013,61,38,0.07,52,32,0
5/25/2013,60,37,0.01,60,36,0.25
5/26/2013,65,37,0,58,40,0
5/27/2013,66,46,0,64,37,0
5/28/2013,63,48,0.07,62,46,0
5/29/2013,66,42,0.08,60,43,0.16
5/30/2013,65,44,0.16,62,46,0.15
5/31/2013,63,45,0.02,58,45,0
6/1/2013,63,39,0,53,47,0
6/2/2013,66,45,0.23,65,42,0
6/3/2013,60,46,0.38,68,45,0.22
6/4/2013,65,43,0.16,60,46,0
6/5/2013,68,42,0,70,37,0.15
6/6/2013,77,49,0,79,44,0
6/7/2013,79,52,0,84,53,0
6/8/2013,79,49,0,80,55,0
6/9/2013,79,47,0,76,50,0
6/10/2013,76,42,0,76,52,0
6/11/2013,75,45,0,77,47,0
6/12/2013,72,48,0.22,77,48,0.17
6/13/2013,66,49,0.04,63,46,0.04
6/14/2013,65,41,0.02,57,46,0.16
6/15/2013,72,39,0,75,48,0
6/16/2013,75,44,0,81,48,0
6/17/2013,78,53,0,85,51,0.04
6/18/2013,79,53,0,83,53,0.02
6/19/2013,78,51,0.24,67,45,1.4
6/20/2013,54,44,1.19,52,44,0
6/21/2013,63,40,0.02,60,44,0.69
6/22/2013,65,43,0,70,44,0.01
6/23/2013,69,43,0,74,44,0
6/24/2013,68,54,0.14,63,53,0.06
6/25/2013,70,51,0.02,73,52,0.2
6/26/2013,71,51,0.14,71,48,0.42
6/27/2013,72,51,0,79,53,0
6/28/2013,76,54,0,88,52,0
6/29/2013,79,57,0,87,58,0
6/30/2013,83,58,0,91,55,0
7/1/2013,84,58,0,95,63,0
7/2/2013,85,61,0,90,55,0
7/3/2013,90,62,0,95,63,0
7/4/2013,91,55,0,98,64,0
7/5/2013,89,53,0,92,67,0
7/6/2013,82,51,0.07,88,61,0
7/7/2013,81,51,0,84,53,0
7/8/2013,83,54,0.1,83,50,0
7/9/2013,80,51,0,85,52,0.08
7/10/2013,88,51,0,80,55,0.02
7/11/2013,88,59,0,83,47,0
7/12/2013,83,50,0,88,50,0.07
7/13/2013,81,56,0.01,83,61,0
7/14/2013,84,49,0,80,48,0
7/15/2013,88,50,0,78,56,0
7/16/2013,88,61,0,83,48,0
7/17/2013,92,61,0,88,54,0.01
7/18/2013,92,57,0,84,51,0.001
7/19/2013,87,52,0,88,56,0
7/20/2013,91,54,0,92,58,0
7/21/2013,92,53,0,93,58,0
7/22/2013,92,53,0,92,57,0
7/23/2013,92,55,0,94,57,0
7/24/2013,93,55,0,94,59,0
7/25/2013,92,59,0,93,59,0
7/26/2013,92,55,0,95,56,0
7/27/2013,94,54,0,89,60,0
7/28/2013,88,50,0,85,50,0
7/29/2013,83,59,0,79,53,0
7/30/2013,82,60,0,83,51,0
7/31/2013,84,53,0,89,51,0.05
8/1/2013,84,57,0.02,89,51,0
8/2/2013,71,53,0.3,73,57,0.12
8/3/2013,72,50,0.04,63,55,0.96
8/4/2013,80,50,0,72,54,0
8/5/2013,81,53,0,81,49,0.03
8/6/2013,83,53,0,82,51,0
8/7/2013,84,56,0,84,49,0.01
8/8/2013,86,55,0,86,55,0.01
8/9/2013,86,62,0,85,57,0
8/10/2013,86,59,0,87,54,0
8/11/2013,86,63,0,89,59,0
8/12/2013,85,60,0,87,57,0
8/13/2013,85,61,0.04,88,58,0.3
8/14/2013,84,54,0,83,57,0.02
8/15/2013,91,54,0,86,51,0
8/16/2013,92,57,0,91,57,0
8/17/2013,90,59,0.03,90,58,0.02
8/18/2013,86,56,0,86,60,0
8/19/2013,87,52,0,86,61,0
8/20/2013,87,54,0,87,53,0
8/21/2013,85,49,0,85,56,0
8/22/2013,82,49,0,83,47,0
8/23/2013,83,60,0,86,48,0
8/24/2013,85,52,0,83,61,0.12
8/25/2013,85,60,0,85,54,0
8/26/2013,84,57,0.05,84,54,0.05
8/27/2013,83,51,0,81,53,0
8/28/2013,83,59,0.01,86,52,0
8/29/2013,84,55,0.34,78,54,0
8/30/2013,80,52,0,84,53,0.25
8/31/2013,80,49,0,77,56,0
9/1/2013,83,50,0,80,47,0
9/2/2013,83,58,0,88,46,0
9/3/2013,80,58,0.01,82,55,0.02
9/4/2013,82,52,0,70,56,0
9/5/2013,83,61,0.05,85,52,0
9/6/2013,79,56,0.06,76,59,0
9/7/2013,80,54,0,78,55,0.25
9/8/2013,80,53,0.36,78,57,0.13
9/9/2013,73,53,0.17,61,52,0
9/10/2013,79,50,0,71,55,0
9/11/2013,82,52,0,80,50,0
9/12/2013,82,52,0,85,54,0
9/13/2013,83,52,0,86,51,0
9/14/2013,83,60,0,82,50,0
9/15/2013,81,51,0,82,56,0
9/16/2013,81,58,0,84,50,0.08
9/17/2013,79,47,0,75,58,0.24
9/18/2013,71,48,0.74,71,48,0.3
9/19/2013,63,43,0.1,61,45,0.46
9/20/2013,67,39,0,62,45,0.54
9/21/2013,69,44,0,68,42,0
9/22/2013,69,47,0,67,42,0
9/23/2013,59,46,0.03,65,42,0.25
9/24/2013,58,45,0.25,57,46,0.2
9/25/2013,55,44,0.1,53,42,0.05
9/26/2013,55,42,0,52,43,0.15
9/27/2013,55,33,0,54,40,0.12
9/28/2013,61,43,0.001,51,34,0.04
9/29/2013,60,47,0.02,58,43,0.57
9/30/2013,53,43,0.07,57,46,0.66
10/1/2013,55,40,0.02,52,42,0.15
10/2/2013,54,34,0.11,53,39,0.11
10/3/2013,51,40,0,50,37,0
10/4/2013,52,27,0,49,33,0
10/5/2013,59,29,0,54,29,0
10/6/2013,61,32,0,57,35,0
10/7/2013,65,32,0,60,40,0
10/8/2013,57,43,0.08,64,40,0.15
10/9/2013,51,32,0,50,39,0.12
10/10/2013,51,29,0.01,55,34,0
10/11/2013,54,32,0,45,33,0.13
10/12/2013,52,34,0,50,37,0.01
10/13/2013,51,27,0,47,33,0
10/14/2013,52,37,0,49,30,0
10/15/2013,52,25,0,53,38,0.02
10/16/2013,49,34,0.001,51,29,0
10/17/2013,50,31,0,46,37,0
10/18/2013,53,26,0,51,36,0
10/19/2013,51,30,0,52,31,0
10/20/2013,54,33,0,49,33,0
10/21/2013,55,31,0,55,32,0
10/22/2013,54,33,0,54,32,0
10/23/2013,52,33,0,52,36,0
10/24/2013,51,33,0,52,33,0
10/25/2013,48,31,0,53,33,0
10/26/2013,44,34,0.02,52,31,0
10/27/2013,48,33,0.02,47,30,0
10/28/2013,47,33,0,46,31,0.001
10/29/2013,37,19,0,46,27,0
10/30/2013,43,18,0,37,19,0
10/31/2013,45,37,0,39,31,0.06
11/1/2013,50,28,0,46,32,0
11/2/2013,50,30,0.05,44,31,0.51
11/3/2013,45,35,0.01,44,31,0.56
11/4/2013,38,25,0.1,36,27,0
11/5/2013,36,24,0.1,36,27,0.18
11/6/2013,42,29,0.05,35,30,0
11/7/2013,38,28,0.1,38,28,0.18
11/8/2013,44,35,0.25,43,33,0.08
11/9/2013,43,28,0,39,31,0.45
11/10/2013,39,35,0.12,35,32,0.72
11/11/2013,39,35,0,38,31,0
11/12/2013,43,37,0,37,33,0.1
11/13/2013,48,35,0,43,34,0.11
11/14/2013,48,38,0,41,35,0
11/15/2013,45,34,0.001,41,33,0.01
11/16/2013,39,31,0.06,35,27,0.2
11/17/2013,38,28,0.01,37,25,0.95
11/18/2013,48,35,0,45,34,0.05
11/19/2013,51,37,0.01,49,37,0.45
11/20/2013,49,30,0,46,18,0.001
11/21/2013,30,11,0,18,11,0.001
11/22/2013,30,11,0,20,11,0
11/23/2013,26,12,0,20,13,0
11/24/2013,31,14,0,30,14,0
11/25/2013,33,18,0,29,16,0
11/26/2013,32,19,0,31,21,0
11/27/2013,32,19,0.001,27,20,0
11/28/2013,27,25,0,26,23,0
11/29/2013,26,22,0,30,24,0
11/30/2013,32,25,0.04,34,29,0.2
12/1/2013,41,31,0.13,34,29,0.33
12/2/2013,39,25,0.26,38,32,0.67
12/3/2013,25,13,0.07,40,15,0.35
12/4/2013,16,5,0,32,7,0
12/5/2013,10,-1,0,12,2,0
12/6/2013,10,1,0.02,8,2,0.01
12/7/2013,4,-7,0.04,5,-10,0
12/8/2013,3,-11,0.04,-6,-13,0.01
12/9/2013,9,-6,0.11,4,-10,0.02
12/10/2013,25,9,0.28,11,1,0.27
12/11/2013,28,21,0,21,11,0.02
12/12/2013,27,16,0,26,15,0
12/13/2013,36,22,0.01,33,22,0
12/14/2013,37,29,0,46,30,0
12/15/2013,45,32,0,38,32,0.25
12/16/2013,44,37,0,46,30,0
12/17/2013,42,26,0,45,30,0
12/18/2013,45,37,0,37,25,0.04
12/19/2013,41,19,0.001,47,23,0
12/20/2013,24,15,0.13,23,6,0.1
12/21/2013,29,15,0.16,21,10,0.02
12/22/2013,31,24,0.03,22,16,0
12/23/2013,35,20,0.05,29,22,0.21
12/24/2013,38,31,0.03,38,26,0.46
12/25/2013,36,16,0,37,31,0.01
12/26/2013,34,27,0,36,27,0
12/27/2013,34,24,0,38,25,0
12/28/2013,38,27,0,40,26,0
12/29/2013,35,24,0,35,24,0
12/30/2013,33,24,0.01,35,27,0
12/31/2013,42,31,0.11,40,30,0.29
1/1/2014,35,24,0,38,27,0
1/2/2014,34,25,0,37,26,0
1/3/2014,46,32,0.1,43,28,0
1/4/2014,34,28,0.02,29,18,0
1/5/2014,29,15,0,19,1,0.15
1/6/2014,20,12,0,11,5,0.001
1/7/2014,25,17,0,29,22,0
1/8/2014,30,23,0.23,29,22,0
1/9/2014,37,27,0.03,40,27,0
1/10/2014,41,27,0.001,40,29,0
1/11/2014,42,34,0.08,44,34,0.94
1/12/2014,40,34,0,41,32,0.33
1/13/2014,45,34,0,46,34,0
1/14/2014,44,33,0,44,34,0
1/15/2014,47,33,0,45,30,0
1/16/2014,41,31,0,38,31,0
1/17/2014,38,25,0,37,25,0
1/18/2014,34,22,0,29,24,0
1/19/2014,30,21,0,32,21,0
1/20/2014,30,21,0,26,19,0
1/21/2014,26,22,0,25,18,0.1
1/22/2014,29,24,0.05,33,20,0
1/23/2014,33,22,0,33,23,0
1/24/2014,33,22,0,35,29,0
1/25/2014,31,27,0,34,29,0
1/26/2014,31,25,0,33,26,0
1/27/2014,30,20,0.01,27,14,0
1/28/2014,27,14,0,28,14,0
1/29/2014,30,25,0.35,29,24,0.2
1/30/2014,31,20,0.22,28,16,0.3
1/31/2014,23,15,0.09,18,8,0
2/1/2014,23,17,0.001,20,2,0.1
2/2/2014,23,17,0.01,23,18,0
2/3/2014,22,17,0.21,21,5,0
2/4/2014,18,-2,0,7,-6,0
2/5/2014,7,-11,0,7,-16,0
2/6/2014,-5,-22,0,-3,-20,0
2/7/2014,2,-15,0.07,7,-14,0
2/8/2014,11,-6,0.05,17,-4,0.03
2/9/2014,15,1,0.14,19,4,0
2/10/2014,21,12,0.11,16,4,0.05
2/11/2014,41,16,0,38,14,0.03
2/12/2014,45,25,0.01,46,26,0.25
2/13/2014,43,33,0.22,43,34,0.21
2/14/2014,44,29,0.08,40,29,0
2/15/2014,40,27,0.01,36,28,0
2/16/2014,38,31,0.12,42,33,0.48
2/17/2014,42,31,0,39,35,0.1
2/18/2014,42,28,0.1,39,27,0
2/19/2014,39,29,0.05,40,30,0.2
2/20/2014,35,23,0.02,34,25,0.39
2/21/2014,37,26,0.01,35,22,0.23
2/22/2014,31,19,0,24,14,0.1
2/23/2014,27,19,0.06,18,8,0
2/24/2014,19,12,0.24,16,0,0
2/25/2014,21,12,0.14,26,-4,0.27
2/26/2014,16,-2,0,28,-7,0
2/27/2014,22,10,0.07,29,14,0
2/28/2014,22,15,0.37,29,5,0
3/1/2014,15,4,0.03,29,5,0.02
3/2/2014,12,4,0.22,5,-4,0.23
3/3/2014,27,9,0.26,3,-7,0.68
3/4/2014,44,21,0.05,25,3,0.37
3/5/2014,44,33,0.05,45,25,0.47
3/6/2014,48,34,0.2,47,35,0.83
3/7/2014,47,34,0.02,51,35,0
3/8/2014,50,26,0,46,34,0
3/9/2014,54,40,0,50,33,0.3
3/10/2014,54,36,0.18,49,37,1.05
3/11/2014,48,30,0.02,39,32,0.2
3/12/2014,48,25,0,44,31,0
3/13/2014,53,27,0,47,30,0
3/14/2014,54,29,0.01,53,28,0
3/15/2014,47,28,0.03,39,29,0.73
3/16/2014,58,28,0,47,32,0
3/17/2014,57,37,0.02,46,30,0.62
3/18/2014,42,24,0.04,41,32,0.37
3/19/2014,44,26,0,40,23,0
3/20/2014,43,28,0.11,37,30,0
3/21/2014,41,25,0.01,32,20,0
3/22/2014,38,24,0.04,33,10,0
3/23/2014,47,30,0.06,41,16,0
3/24/2014,46,28,0,43,18,0.4
3/25/2014,50,27,0,51,24,0
3/26/2014,50,34,0.02,52,31,0
3/27/2014,51,31,0.05,41,28,0
3/28/2014,49,32,0.2,41,23,0.35
3/29/2014,53,39,0.13,48,36,0.27
3/30/2014,52,34,0.02,44,32,0.17
3/31/2014,49,31,0.1,41,28,0.13
4/1/2014,50,28,0,41,28,0
4/2/2014,51,30,0.02,52,25,0
4/3/2014,55,30,0,51,27,0
4/4/2014,56,36,0.02,52,29,0.1
4/5/2014,51,36,0.02,46,35,0.1
4/6/2014,55,38,0.02,47,33,0.14
4/7/2014,64,34,0,50,34,0.05
4/8/2014,71,34,0,60,35,0
4/9/2014,71,49,0,68,36,0.1
4/10/2014,60,34,0,60,35,0
4/11/2014,60,34,0,58,35,0
4/12/2014,57,34,0.1,53,33,0
4/13/2014,48,25,0,39,19,0.43
4/14/2014,57,23,0,46,23,0
4/15/2014,56,41,0,55,30,0
4/16/2014,50,30,0,46,33,0
4/17/2014,51,39,0.05,49,34,0.24
4/18/2014,50,40,0.11,45,37,0.4
4/19/2014,59,26,0,46,32,0.04
4/20/2014,62,39,0,58,35,0.08
4/21/2014,58,32,0,55,32,0
4/22/2014,55,39,0.04,60,35,0
4/23/2014,49,37,0.08,53,33,0.22
4/24/2014,50,36,0.05,47,35,0.12
4/25/2014,56,33,0.08,45,35,0.47
4/26/2014,56,39,0.25,54,38,0.17
4/27/2014,53,29,0,44,35,0.41
4/28/2014,53,32,0,51,36,0
4/29/2014,55,27,0,52,32,0
4/30/2014,56,30,0,56,33,0
5/1/2014,63,37,0,63,36,0
5/2/2014,76,43,0,70,43,0
5/3/2014,74,44,0.04,76,43,0
5/4/2014,57,38,0.11,46,35,0.32
5/5/2014,59,41,0.11,53,38,0
5/6/2014,58,34,0.02,52,38,0
5/7/2014,55,36,0.06,50,33,0.33
5/8/2014,62,29,0,53,34,0
5/9/2014,62,42,0.16,63,40,0.08
5/10/2014,58,34,0.02,49,39,0.69
5/11/2014,54,34,0.57,53,33,0.42
5/12/2014,58,29,0,52,32,0
5/13/2014,62,32,0,62,36,0
5/14/2014,66,39,0,63,41,0
5/15/2014,67,43,0.01,68,43,0
5/16/2014,62,50,0.04,78,47,0
5/17/2014,64,43,0,62,44,0.02
5/18/2014,66,39,0,66,42,0.01
5/19/2014,62,43,0.2,67,44,0
5/20/2014,65,37,0,56,41,0.13
5/21/2014,67,40,0,70,43,0
5/22/2014,70,44,0,76,48,0
5/23/2014,75,44,0,80,47,0
5/24/2014,68,51,0.17,80,52,0.04
5/25/2014,68,44,0,71,50,0
5/26/2014,66,50,0.05,69,49,0.21
5/27/2014,68,38,0,66,45,0
5/28/2014,64,49,0.05,72,48,0
5/29/2014,61,40,0.01,61,42,0.31
5/30/2014,66,34,0,71,41,0
5/31/2014,68,45,0.04,75,46,0
6/1/2014,68,45,0.16,75,46,0
6/2/2014,72,42,0,72,43,0
6/3/2014,73,50,0.39,74,48,0
6/4/2014,72,46,0.22,64,45,0
6/5/2014,75,46,0,74,50,0
6/6/2014,73,42,0,69,39,0
6/7/2014,68,41,0,70,39,0
6/8/2014,72,43,0,72,44,0
6/9/2014,76,46,0,78,52,0
6/10/2014,76,45,0,75,46,0
6/11/2014,74,43,0.06,70,52,0.08
6/12/2014,69,45,0,70,46,0
6/13/2014,71,47,0.28,57,45,0.2
6/14/2014,61,46,0.07,53,47,0.59
6/15/2014,62,47,0.01,60,44,0.38
6/16/2014,62,42,0.37,57,45,0.94
6/17/2014,56,42,0.98,47,37,0.8
6/18/2014,47,41,0.52,48,38,0.52
6/19/2014,71,42,0.42,43,39,0.66
6/20/2014,73,43,0,66,43,0
6/21/2014,75,45,0,77,49,0
6/22/2014,72,46,0,76,51,0
6/23/2014,73,49,0,80,52,0
6/24/2014,73,53,0,82,53,0
6/25/2014,74,49,0,78,54,0
6/26/2014,74,56,0.03,77,53,0
6/27/2014,69,55,0.001,60,51,0
6/28/2014,66,50,0.05,64,51,0
6/29/2014,69,48,0,60,49,0
6/30/2014,74,43,0,65,45,1.14
7/1/2014,80,47,0,70,49,0
7/2/2014,80,51,0,82,54,0
7/3/2014,83,57,0,90,59,0
7/4/2014,84,56,0,90,58,0
7/5/2014,86,59,0,87,59,0
7/6/2014,86,55,0,83,57,0
7/7/2014,88,60,0,87,55,0
7/8/2014,83,56,0,86,55,0
7/9/2014,88,57,0,89,57,0
7/10/2014,90,56,0,92,61,0
7/11/2014,90,56,0,90,56,0
7/12/2014,85,55,0,86,55,0
7/13/2014,87,55,0,91,59,0
7/14/2014,89,61,0.01,95,61,0
7/15/2014,78,57,0.23,84,57,0.8
7/16/2014,85,57,0,77,58,0
7/17/2014,92,59,0,87,62,0
7/18/2014,92,59,0,91,55,0
7/19/2014,83,54,0,84,60,0
7/20/2014,83,64,0,82,62,0
7/21/2014,80,57,0.09,72,60,0.42
7/22/2014,83,52,0,80,52,0
7/23/2014,84,58,0.001,76,56,0.05
7/24/2014,83,52,0.04,86,52,0.2
7/25/2014,78,48,0,65,50,0
7/26/2014,83,47,0,76,51,0
7/27/2014,85,50,0,80,49,0
7/28/2014,85,59,0,86,53,0
7/29/2014,88,56,0,88,58,0
7/30/2014,92,57,0,89,57,0
